,date,total_rides
1147,06/10/2022,570654
1148,06/09/2022,575427
1149,06/08/2022,583128
1150,06/07/2022,563894
1151,06/06/2022,538665
1152,06/05/2022,290674
1153,06/04/2022,360773
1154,06/03/2022,550548
1155,06/02/2022,523615
1156,06/01/2022,568133
1157,05/31/2022,539928
1158,05/30/2022,274995
1159,05/29/2022,287818
1160,05/28/2022,355183
1161,05/27/2022,460243
1162,05/26/2022,539105
1163,05/25/2022,563970
1164,05/24/2022,536879
1165,05/23/2022,520593
1166,05/22/2022,244334
1167,05/21/2022,336581
1168,05/20/2022,518311
1169,05/19/2022,543845
1170,05/18/2022,553765
1171,05/17/2022,562108
1172,05/16/2022,485387
1173,05/15/2022,281815
1174,05/14/2022,360258
1175,05/13/2022,526814
1176,05/12/2022,558808
1177,05/11/2022,563511
1178,05/10/2022,559080
1179,05/09/2022,509791
1180,05/08/2022,238690
1181,05/07/2022,293264
1182,05/06/2022,457502
1183,05/05/2022,548703
1184,05/04/2022,541919
1185,05/03/2022,553367
1186,05/02/2022,512752
1187,05/01/2022,251387
1188,04/30/2022,340607
1189,04/29/2022,506266
1190,04/28/2022,521425
1191,04/27/2022,532389
1192,04/26/2022,515508
1193,04/25/2022,488969
1194,04/24/2022,281552
1195,04/23/2022,364933
1196,04/22/2022,535061
1197,04/21/2022,531977
1198,04/20/2022,533217
1199,04/19/2022,515726
1200,04/18/2022,394588
1201,04/17/2022,235166
1202,04/16/2022,355960
1203,04/15/2022,464280
1204,04/14/2022,479546
1205,04/13/2022,506339
1206,04/12/2022,508726
1207,04/11/2022,469251
1208,04/10/2022,285499
1209,04/09/2022,388390
1210,04/08/2022,542687
1211,04/07/2022,500623
1212,04/06/2022,528912
1213,04/05/2022,507027
1214,04/04/2022,511469
1215,04/03/2022,287461
1216,04/02/2022,394498
1217,04/01/2022,526432
1218,03/31/2022,487857
1219,03/30/2022,508937
1220,03/29/2022,496861
1221,03/28/2022,461226
1222,03/27/2022,267191
1223,03/26/2022,413251
1224,03/25/2022,536618
1225,03/24/2022,493925
1226,03/23/2022,478133
1227,03/22/2022,533077
1228,03/21/2022,482221
1229,03/20/2022,257190
1230,03/19/2022,347416
1231,03/18/2022,501243
1232,03/17/2022,453809
1233,03/16/2022,514990
1234,03/15/2022,499851
1235,03/14/2022,455136
1236,03/13/2022,211952
1237,03/12/2022,204274
1238,03/11/2022,448972
1239,03/10/2022,447333
1240,03/09/2022,416011
1241,03/08/2022,457308
1242,03/07/2022,437496
1243,03/06/2022,221864
1244,03/05/2022,296401
1245,03/04/2022,439441
1246,03/03/2022,339817
1247,03/02/2022,453458
1248,03/01/2022,449963
1249,02/28/2022,411937
1250,02/27/2022,222469
1251,02/26/2022,265333
1252,02/25/2022,378395
1253,02/24/2022,366473
1254,02/23/2022,404226
1255,02/22/2022,368632
1256,02/21/2022,266748
1257,02/20/2022,223126
1258,02/19/2022,258837
1259,02/18/2022,391256
1260,02/17/2022,410221
1261,02/16/2022,402351
1262,02/15/2022,384874
1263,02/14/2022,373920
1264,02/13/2022,181892
1265,02/12/2022,266948
1266,02/11/2022,403069
1267,02/10/2022,402602
1268,02/09/2022,405286
1269,02/08/2022,394927
1270,02/07/2022,368472
1271,02/06/2022,195718
1272,02/05/2022,238871
1273,02/04/2022,295076
1274,02/03/2022,321292
1275,02/02/2022,338379
1276,02/01/2022,328900
1277,01/31/2022,333096
1278,01/30/2022,173617
1279,01/29/2022,206949
1280,01/28/2022,320695
1281,01/27/2022,341369
1282,01/26/2022,321816
1283,01/25/2022,345146
1284,01/24/2022,326125
1285,01/23/2022,187541
1286,01/22/2022,242978
1287,01/21/2022,339764
1288,01/20/2022,282787
1289,01/19/2022,340104
1290,01/18/2022,318608
1291,01/17/2022,176818
1292,01/16/2022,137372
1293,01/15/2022,219250
1294,01/14/2022,315907
1295,01/13/2022,308644
1296,01/12/2022,304384
1297,01/11/2022,279266
1298,01/10/2022,281931
1299,01/09/2022,144144
1300,01/08/2022,209884
1301,01/07/2022,222832
1302,01/06/2022,345501
1303,01/05/2022,291671
1304,01/04/2022,191987
1305,01/03/2022,83833
1306,01/02/2022,190013
1307,01/01/2022,152426
1308,12/31/2021,225544
1309,12/30/2021,300961
1310,12/29/2021,304180
1311,12/28/2021,303555
1312,12/27/2021,274040
1313,12/26/2021,180351
1314,12/25/2021,105688
1315,12/24/2021,203819
1316,12/23/2021,322146
1317,12/22/2021,350617
1318,12/21/2021,367566
1319,12/20/2021,378651
1320,12/19/2021,213058
1321,12/18/2021,292267
1322,12/17/2021,437116
1323,12/16/2021,462855
1324,12/15/2021,461893
1325,12/14/2021,464448
1326,12/13/2021,434472
1327,12/12/2021,230111
1328,12/11/2021,306366
1329,12/10/2021,473488
1330,12/09/2021,460229
1331,12/08/2021,450739
1332,12/07/2021,453732
1333,12/06/2021,443288
1334,12/05/2021,221049
1335,12/04/2021,325532
1336,12/03/2021,476015
1337,12/02/2021,470608
1338,12/01/2021,473009
1339,11/30/2021,435969
1340,11/29/2021,409757
1341,11/28/2021,198531
1342,11/27/2021,241091
1343,11/26/2021,276992
1344,11/25/2021,138144
1345,11/24/2021,363319
1346,11/23/2021,424749
1347,11/22/2021,423042
1348,11/21/2021,209591
1349,11/20/2021,289789
1350,11/19/2021,445694
1351,11/18/2021,475541
1352,11/17/2021,462217
1353,11/16/2021,454939
1354,11/15/2021,428468
1355,11/14/2021,224690
1356,11/13/2021,292532
1357,11/12/2021,436235
1358,11/11/2021,351466
1359,11/10/2021,472440
1360,11/09/2021,462908
1361,11/08/2021,447055
1362,11/07/2021,221898
1363,11/06/2021,316373
1364,11/05/2021,436494
1365,11/04/2021,453558
1366,11/03/2021,464092
1367,11/02/2021,398418
1368,11/01/2021,437111
1369,10/31/2021,214023
1370,10/30/2021,293603
1371,10/29/2021,371934
1372,10/28/2021,455454
1373,10/27/2021,462113
1374,10/26/2021,438313
1375,10/25/2021,420271
1376,10/24/2021,218478
1377,10/23/2021,296558
1378,10/22/2021,455766
1379,10/21/2021,455245
1380,10/20/2021,451552
1381,10/19/2021,438954
1382,10/18/2021,425602
1383,10/17/2021,243446
1384,10/16/2021,305367
1385,10/15/2021,497253
1386,10/14/2021,493299
1387,10/13/2021,497177
1388,10/12/2021,484111
1389,10/11/2021,322809
1390,10/10/2021,244731
1391,10/09/2021,320221
1392,10/08/2021,463860
1393,10/07/2021,458901
1394,10/06/2021,463020
1395,10/05/2021,468394
1396,10/04/2021,460407
1397,10/03/2021,250801
1398,10/02/2021,357803
1399,10/01/2021,514656
1400,09/30/2021,475549
1401,09/29/2021,476830
1402,09/28/2021,451740
1403,09/27/2021,443393
1404,09/26/2021,233918
1405,09/25/2021,316721
1406,09/24/2021,472876
1407,09/23/2021,438968
1408,09/22/2021,436690
1409,09/21/2021,455058
1410,09/20/2021,437006
1411,09/19/2021,237290
1412,09/18/2021,301351
1413,09/17/2021,449856
1414,09/16/2021,425228
1415,09/15/2021,461722
1416,09/14/2021,453344
1417,09/13/2021,435008
1418,09/12/2021,234119
1419,09/11/2021,292338
1420,09/10/2021,459322
1421,09/09/2021,445539
1422,09/08/2021,447552
1423,09/07/2021,436783
1424,09/06/2021,204506
1425,09/05/2021,237581
1426,09/04/2021,300271
1427,09/03/2021,453658
1428,09/02/2021,446453
1429,09/01/2021,370853
1430,08/31/2021,418777
1431,08/30/2021,405507
1432,08/29/2021,192379
1433,08/28/2021,280249
1434,08/27/2021,378952
1435,08/26/2021,384210
1436,08/25/2021,384566
1437,08/24/2021,382366
1438,08/23/2021,371795
1439,08/22/2021,196258
1440,08/21/2021,267497
1441,08/20/2021,346149
1442,08/19/2021,375126
1443,08/18/2021,360395
1444,08/17/2021,373279
1445,08/16/2021,334722
1446,08/15/2021,205151
1447,08/14/2021,263913
1448,08/13/2021,365080
1449,08/12/2021,368134
1450,08/11/2021,359181
1451,08/10/2021,354914
1452,08/09/2021,350024
1453,08/08/2021,219263
1454,08/07/2021,244416
1455,08/06/2021,383261
1456,08/05/2021,392598
1457,08/04/2021,381666
1458,08/03/2021,378306
1459,08/02/2021,368149
1460,08/01/2021,187318
1461,07/31/2021,278771
1462,07/30/2021,408406
1463,07/29/2021,373351
1464,07/28/2021,379223
1465,07/27/2021,379007
1466,07/26/2021,359652
1467,07/25/2021,197146
1468,07/24/2021,261782
1469,07/23/2021,388682
1470,07/22/2021,396271
1471,07/21/2021,392435
1472,07/20/2021,390188
1473,07/19/2021,373218
1474,07/18/2021,212579
1475,07/17/2021,259796
1476,07/16/2021,405279
1477,07/15/2021,389299
1478,07/14/2021,375648
1479,07/13/2021,369947
1480,07/12/2021,354677
1481,07/11/2021,195821
1482,07/10/2021,265806
1483,07/09/2021,365230
1484,07/08/2021,354659
1485,07/07/2021,363272
1486,07/06/2021,359462
1487,07/05/2021,217827
1488,07/04/2021,319673
1489,07/03/2021,288369
1490,07/02/2021,372969
1491,07/01/2021,347801
1492,06/30/2021,365677
1493,06/29/2021,367506
1494,06/28/2021,358749
1495,06/27/2021,187682
1496,06/26/2021,238044
1497,06/25/2021,381034
1498,06/24/2021,378918
1499,06/23/2021,380769
1500,06/22/2021,332823
1501,06/21/2021,333993
1502,06/20/2021,191814
1503,06/19/2021,240898
1504,06/18/2021,335001
1505,06/17/2021,375145
1506,06/16/2021,375382
1507,06/15/2021,368460
1508,06/14/2021,352107
1509,06/13/2021,185976
1510,06/12/2021,262501
1511,06/11/2021,313876
1512,06/10/2021,336031
1513,06/09/2021,342690
1514,06/08/2021,339051
1515,06/07/2021,330979
1516,06/06/2021,172754
1517,06/05/2021,223230
1518,06/04/2021,332693
1519,06/03/2021,322747
1520,06/02/2021,330401
1521,06/01/2021,327341
1522,05/31/2021,195979
1523,05/30/2021,165953
1524,05/29/2021,190371
1525,05/28/2021,292091
1526,05/27/2021,319277
1527,05/26/2021,299436
1528,05/25/2021,310213
1529,05/24/2021,274242
1530,05/23/2021,171121
1531,05/22/2021,226350
1532,05/21/2021,318684
1533,05/20/2021,301093
1534,05/19/2021,302498
1535,05/18/2021,297334
1536,05/17/2021,286045
1537,05/16/2021,155497
1538,05/15/2021,226013
1539,05/14/2021,307404
1540,05/13/2021,301527
1541,05/12/2021,291641
1542,05/11/2021,281301
1543,05/10/2021,270089
1544,05/09/2021,138034
1545,05/08/2021,193831
1546,05/07/2021,275501
1547,05/06/2021,294449
1548,05/05/2021,276153
1549,05/04/2021,278795
1550,05/03/2021,263648
1551,05/02/2021,153110
1552,05/01/2021,209528
1553,04/30/2021,286333
1554,04/29/2021,274051
1555,04/28/2021,275864
1556,04/27/2021,277391
1557,04/26/2021,263362
1558,04/25/2021,137289
1559,04/24/2021,182418
1560,04/23/2021,273978
1561,04/22/2021,256314
1562,04/21/2021,258248
1563,04/20/2021,281277
1564,04/19/2021,252549
1565,04/18/2021,140067
1566,04/17/2021,189942
1567,04/16/2021,267257
1568,04/15/2021,277104
1569,04/14/2021,256295
1570,04/13/2021,269425
1571,04/12/2021,259171
1572,04/11/2021,144021
1573,04/10/2021,199143
1574,04/09/2021,264603
1575,04/08/2021,279434
1576,04/07/2021,288829
1577,04/06/2021,274436
1578,04/05/2021,272028
1579,04/04/2021,152242
1580,04/03/2021,211322
1581,04/02/2021,266685
1582,04/01/2021,261826
1583,03/31/2021,244320
1584,03/30/2021,284578
1585,03/29/2021,264221
1586,03/28/2021,114755
1587,03/27/2021,204733
1588,03/26/2021,283658
1589,03/25/2021,259817
1590,03/24/2021,225205
1591,03/23/2021,257472
1592,03/22/2021,252271
1593,03/21/2021,137665
1594,03/20/2021,181672
1595,03/19/2021,259361
1596,03/18/2021,220820
1597,03/17/2021,259121
1598,03/16/2021,233163
1599,03/15/2021,235952
1600,03/14/2021,124849
1601,03/13/2021,174230
1602,03/12/2021,251981
1603,03/11/2021,255410
1604,03/10/2021,259811
1605,03/09/2021,247946
1606,03/08/2021,235384
1607,03/07/2021,114769
1608,03/06/2021,160399
1609,03/05/2021,240914
1610,03/04/2021,239266
1611,03/03/2021,255087
1612,03/02/2021,235558
1613,03/01/2021,224918
1614,02/28/2021,106194
1615,02/27/2021,160732
1616,02/26/2021,258321
1617,02/25/2021,254139
1618,02/24/2021,263731
1619,02/23/2021,247211
1620,02/22/2021,206075
1621,02/21/2021,120463
1622,02/20/2021,147642
1623,02/19/2021,194914
1624,02/18/2021,99342
1625,02/17/2021,247222
1626,02/16/2021,235749
1627,02/15/2021,159409
1628,02/14/2021,111611
1629,02/13/2021,111864
1630,02/12/2021,244072
1631,02/11/2021,213705
1632,02/10/2021,246445
1633,02/09/2021,249487
1634,02/08/2021,235498
1635,02/07/2021,75007
1636,02/06/2021,169175
1637,02/05/2021,258431
1638,02/04/2021,246905
1639,02/03/2021,241474
1640,02/02/2021,164545
1641,02/01/2021,146319
1642,01/31/2021,72367
1643,01/30/2021,159164
1644,01/29/2021,226336
1645,01/28/2021,218504
1646,01/27/2021,238744
1647,01/26/2021,213928
1648,01/25/2021,220586
1649,01/24/2021,116172
1650,01/23/2021,146973
1651,01/22/2021,236537
1652,01/21/2021,211287
1653,01/20/2021,133742
1654,01/19/2021,192087
1655,01/18/2021,145305
1656,01/17/2021,108494
1657,01/16/2021,139709
1658,01/15/2021,218388
1659,01/14/2021,236345
1660,01/13/2021,235716
1661,01/12/2021,229973
1662,01/11/2021,227776
1663,01/10/2021,119820
1664,01/09/2021,153529
1665,01/08/2021,228157
1666,01/07/2021,212931
1667,01/06/2021,264562
1668,01/05/2021,232401
1669,01/04/2021,240405
1670,01/03/2021,102914
1671,01/02/2021,116354
1672,01/01/2021,92279
1673,12/31/2020,216305
1674,12/30/2020,234530
1675,12/29/2020,234082
1676,12/28/2020,234075
1677,12/27/2020,115315
1678,12/26/2020,131933
1679,12/25/2020,70226
1680,12/24/2020,173393
1681,12/23/2020,254252
1682,12/22/2020,249814
1683,12/21/2020,254790
1684,12/20/2020,126579
1685,12/19/2020,169680
1686,12/18/2020,253247
1687,12/17/2020,222166
1688,12/16/2020,186683
1689,12/15/2020,263783
1690,12/14/2020,216969
1691,12/13/2020,136882
1692,12/12/2020,188383
1693,12/11/2020,268227
1694,12/10/2020,254526
1695,12/09/2020,247286
1696,12/08/2020,243296
1697,12/07/2020,241884
1698,12/06/2020,130391
1699,12/05/2020,166732
1700,12/04/2020,255856
1701,12/03/2020,258688
1702,12/02/2020,251016
1703,12/01/2020,257145
1704,11/30/2020,221507
1705,11/29/2020,129370
1706,11/28/2020,168380
1707,11/27/2020,213686
1708,11/26/2020,94996
1709,11/25/2020,263240
1710,11/24/2020,268209
1711,11/23/2020,262933
1712,11/22/2020,134205
1713,11/21/2020,180869
1714,11/20/2020,277736
1715,11/19/2020,263266
1716,11/18/2020,257516
1717,11/17/2020,256994
1718,11/16/2020,269566
1719,11/15/2020,125634
1720,11/14/2020,202410
1721,11/13/2020,289074
1722,11/12/2020,250059
1723,11/11/2020,182174
1724,11/10/2020,282766
1725,11/09/2020,275054
1726,11/08/2020,144382
1727,11/07/2020,204646
1728,11/06/2020,286320
1729,11/05/2020,275378
1730,11/04/2020,259168
1731,11/03/2020,265216
1732,11/02/2020,268028
1733,11/01/2020,125168
1734,10/31/2020,188396
1735,10/30/2020,291947
1736,10/29/2020,231363
1737,10/28/2020,259390
1738,10/27/2020,246378
1739,10/26/2020,273385
1740,10/25/2020,122218
1741,10/24/2020,194726
1742,10/23/2020,293355
1743,10/22/2020,281581
1744,10/21/2020,287769
1745,10/20/2020,279251
1746,10/19/2020,271678
1747,10/18/2020,139367
1748,10/17/2020,196048
1749,10/16/2020,270873
1750,10/15/2020,283058
1751,10/14/2020,284146
1752,10/13/2020,274403
1753,10/12/2020,181015
1754,10/11/2020,120726
1755,10/10/2020,178806
1756,10/09/2020,287557
1757,10/08/2020,277495
1758,10/07/2020,281143
1759,10/06/2020,270851
1760,10/05/2020,268842
1761,10/04/2020,138752
1762,10/03/2020,181632
1763,10/02/2020,286465
1764,10/01/2020,275187
1765,09/30/2020,273559
1766,09/29/2020,263097
1767,09/28/2020,273507
1768,09/27/2020,140685
1769,09/26/2020,201674
1770,09/25/2020,279121
1771,09/24/2020,269631
1772,09/23/2020,270132
1773,09/22/2020,258064
1774,09/21/2020,254529
1775,09/20/2020,134925
1776,09/19/2020,184461
1777,09/18/2020,272339
1778,09/17/2020,254113
1779,09/16/2020,265500
1780,09/15/2020,260569
1781,09/14/2020,254005
1782,09/13/2020,130667
1783,09/12/2020,167794
1784,09/11/2020,262915
1785,09/10/2020,228630
1786,09/09/2020,242819
1787,09/08/2020,253044
1788,09/07/2020,142205
1789,09/06/2020,128086
1790,09/05/2020,167721
1791,09/04/2020,260068
1792,09/03/2020,246984
1793,09/02/2020,248006
1794,09/01/2020,247697
1795,08/31/2020,143329
1796,08/30/2020,106229
1797,08/29/2020,125736
1798,08/28/2020,252711
1799,08/27/2020,228221
1800,08/26/2020,231887
1801,08/25/2020,217124
1802,08/24/2020,213386
1803,08/23/2020,90477
1804,08/22/2020,95685
1805,08/21/2020,209811
1806,08/20/2020,205571
1807,08/19/2020,200655
1808,08/18/2020,208094
1809,08/17/2020,198226
1810,08/16/2020,65924
1811,08/15/2020,86996
1812,08/14/2020,196515
1813,08/13/2020,176191
1814,08/12/2020,188717
1815,08/11/2020,190693
1816,08/10/2020,187567
1817,08/09/2020,65039
1818,08/08/2020,87133
1819,08/07/2020,191965
1820,08/06/2020,185067
1821,08/05/2020,198390
1822,08/04/2020,161168
1823,08/03/2020,184603
1824,08/02/2020,64908
1825,08/01/2020,90493
1826,07/31/2020,193871
1827,07/30/2020,192633
1828,07/29/2020,196654
1829,07/28/2020,192144
1830,07/27/2020,187961
1831,07/26/2020,78115
1832,07/25/2020,95550
1833,07/24/2020,196082
1834,07/23/2020,191606
1835,07/22/2020,182106
1836,07/21/2020,184861
1837,07/20/2020,183200
1838,07/19/2020,68492
1839,07/18/2020,90514
1840,07/17/2020,192060
1841,07/16/2020,188522
1842,07/15/2020,193585
1843,07/14/2020,189957
1844,07/13/2020,186764
1845,07/12/2020,73375
1846,07/11/2020,88184
1847,07/10/2020,190984
1848,07/09/2020,185224
1849,07/08/2020,191121
1850,07/07/2020,180731
1851,07/06/2020,178532
1852,07/05/2020,66910
1853,07/04/2020,83036
1854,07/03/2020,89363
1855,07/02/2020,193148
1856,07/01/2020,190274
1857,06/30/2020,211273
1858,06/29/2020,212607
1859,06/28/2020,99327
1860,06/27/2020,37484
1861,06/26/2020,176251
1862,06/25/2020,156882
1863,06/24/2020,160889
1864,06/23/2020,159842
1865,06/22/2020,158137
1866,06/21/2020,70069
1867,06/20/2020,30829
1868,06/19/2020,151425
1869,06/18/2020,156345
1870,06/17/2020,139293
1871,06/16/2020,153347
1872,06/15/2020,153394
1873,06/14/2020,74873
1874,06/13/2020,37214
1875,06/12/2020,158972
1876,06/11/2020,138038
1877,06/10/2020,151713
1878,06/09/2020,147590
1879,06/08/2020,146014
1880,06/07/2020,75082
1881,06/06/2020,126384
1882,06/05/2020,205840
1883,06/04/2020,203667
1884,06/03/2020,200513
1885,06/02/2020,183037
1886,06/01/2020,190110
1887,05/31/2020,41391
1888,05/30/2020,49563
1889,05/29/2020,103308
1890,05/28/2020,91870
1891,05/27/2020,97420
1892,05/26/2020,97577
1893,05/25/2020,40830
1894,05/24/2020,33109
1895,05/23/2020,45038
1896,05/22/2020,87113
1897,05/21/2020,94114
1898,05/20/2020,92771
1899,05/19/2020,94061
1900,05/18/2020,90945
1901,05/17/2020,33126
1902,05/16/2020,40617
1903,05/15/2020,97378
1904,05/14/2020,88385
1905,05/13/2020,93786
1906,05/12/2020,87470
1907,05/11/2020,88809
1908,05/10/2020,30769
1909,05/09/2020,39179
1910,05/08/2020,88085
1911,05/07/2020,93325
1912,05/06/2020,79817
1913,05/05/2020,86476
1914,05/04/2020,91519
1915,05/03/2020,29189
1916,05/02/2020,40156
1917,05/01/2020,92912
1918,04/30/2020,107592
1919,04/29/2020,141049
1920,04/28/2020,125849
1921,04/27/2020,130522
1922,04/26/2020,40122
1923,04/25/2020,52994
1924,04/24/2020,120661
1925,04/23/2020,119457
1926,04/22/2020,120042
1927,04/21/2020,118364
1928,04/20/2020,124684
1929,04/19/2020,42178
1930,04/18/2020,50536
1931,04/17/2020,121348
1932,04/16/2020,117008
1933,04/15/2020,123022
1934,04/14/2020,123310
1935,04/13/2020,104004
1936,04/12/2020,39780
1937,04/11/2020,51249
1938,04/10/2020,110457
1939,04/09/2020,108041
1940,04/08/2020,112915
1941,04/07/2020,108758
1942,04/06/2020,117608
1943,04/05/2020,44061
1944,04/04/2020,53622
1945,04/03/2020,124824
1946,04/02/2020,114426
1947,04/01/2020,118448
1948,03/31/2020,109071
1949,03/30/2020,123841
1950,03/29/2020,42642
1951,03/28/2020,50100
1952,03/27/2020,134126
1953,03/26/2020,126656
1954,03/25/2020,126085
1955,03/24/2020,136016
1956,03/23/2020,169897
1957,03/22/2020,60778
1958,03/21/2020,111758
1959,03/20/2020,238659
1960,03/19/2020,247161
1961,03/18/2020,254476
1962,03/17/2020,351133
1963,03/16/2020,447012
1964,03/15/2020,250763
1965,03/14/2020,374111
1966,03/13/2020,695172
1967,03/12/2020,846338
1968,03/11/2020,964657
1969,03/10/2020,988380
1970,03/09/2020,978311
1971,03/08/2020,416425
1972,03/07/2020,544058
1973,03/06/2020,955656
1974,03/05/2020,1061586
1975,03/04/2020,1075607
1976,03/03/2020,1063354
1977,03/02/2020,1011815
1978,03/01/2020,405155
