Date,Whitehall Terminal,St. George Terminal
02/04/2023,19441,8879
02/05/2023,18771,10820
02/06/2023,18659,18586
02/07/2023,18778,18624
02/08/2023,19312,19277
02/09/2023,18355,18363
02/10/2023,19756,20130
02/11/2023,16113,15840
02/12/2023,12560,11557
02/13/2023,18800,18855
02/14/2023,20576,20655
02/15/2023,20497,19962
02/16/2023,18673,18521
02/17/2023,17307,17360
02/18/2023,17542,17491
02/19/2023,16581,15732
02/20/2023,18806,18582
02/21/2023,19224,19283
02/22/2023,18995,18761
02/23/2023,20310,20353
02/24/2023,19988,20339
02/25/2023,12846,12573
02/26/2023,13551,12907
02/27/2023,19168,18677
02/28/2023,15964,15965
03/01/2023,20340,20507
03/02/2023,19210,19240
03/03/2023,19044,19005
03/04/2023,13758,13911
03/05/2023,15370,14413
03/06/2023,19929,19938
03/07/2023,19314,18960
03/08/2023,19358,19350
03/09/2023,20139,20186
03/10/2023,19176,19186
03/11/2023,13879,13733
03/12/2023,15898,15013
03/13/2023,18018,17755
03/14/2023,17620,17397
03/15/2023,22383,21935
03/16/2023,24804,24591
03/17/2023,22135,22480
03/18/2023,22135,18497
03/19/2023,20768,12537
03/20/2023,20768,20803
03/21/2023,21651,21666
03/22/2023,20728,20467
03/23/2023,19575,19561
03/24/2023,21283,21885
03/25/2023,11460,11321
03/26/2023,19726,19363
03/27/2023,20207,20011
03/28/2023,20332,20310
03/29/2023,21971,21873
03/30/2023,20890,20931
03/31/2023,21066,21446
04/01/2023,14984,14738
04/02/2023,17420,16594
04/03/2023,24413,24035
04/04/2023,26228,25811
04/05/2023,21125,20741
04/06/2023,25159,24909
04/07/2023,25661,25730
04/08/2023,24386,24384
04/09/2023,20852,19910
04/10/2023,26375,26378
04/11/2023,25113,24932
04/12/2023,26124,26441
04/13/2023,26441,26206
04/14/2023,25545,26341
04/15/2023,17076,16781
04/16/2023,16283,15351
04/17/2023,19463,19587
04/18/2023,19843,20024
04/19/2023,22701,23106
04/20/2023,23548,23715
04/21/2023,24753,24999
04/22/2023,19918,19866
04/23/2023,16021,15690
04/24/2023,23647,23666
04/25/2023,23602,23662
04/26/2023,22905,22585
04/27/2023,22720,22849
04/28/2023,23537,23764
04/29/2023,12068,12101
04/30/2023,10674,10263
05/01/2023,25790,25854
05/02/2023,21439,21628
05/03/2023,22585,22468
05/04/2023,21848,21809
05/05/2023,23004,23681
05/06/2023,22817,23220
05/07/2023,18938,45048
05/08/2023,33063,23113
05/09/2023,21360,21458
05/10/2023,22640,22392
05/11/2023,23206,23504
05/12/2023,23677,24302
05/13/2023,19832,19469
05/14/2023,18471,17440
05/15/2023,22579,22565
05/16/2023,23514,23747
05/17/2023,22088,22201
05/18/2023,23406,22974
05/19/2023,24763,25731
05/20/2023,13463,13255
05/21/2023,21971,21731
05/22/2023,24027,23869
05/23/2023,22514,22441
05/24/2023,22968,23209
05/25/2023,21217,21664
05/26/2023,21787,22450
05/27/2023,25775,25275
05/28/2023,25884,24987
05/29/2023,23356,22550
05/30/2023,23118,23006
05/31/2023,23296,23169
06/01/2023,23369,23114
06/02/2023,23922,23909
06/03/2023,18129,18273
06/04/2023,18468,17523
06/05/2023,24791,23616
06/06/2023,22488,22375
06/07/2023,20424,20341
06/08/2023,19239,18990
06/09/2023,22116,22510
06/10/2023,21337,21963
06/11/2023,18711,19741
06/12/2023,21097,20739
06/13/2023,24127,23899
06/14/2023,21359,21326
06/15/2023,25034,24716
06/16/2023,21224,21079
06/17/2023,22325,21661
06/18/2023,21485,20365
06/19/2023,22542,22249
06/20/2023,23744,23625
06/21/2023,23853,23557
06/22/2023,21064,20788
06/23/2023,21736,21778
06/24/2023,20301,20033
06/25/2023,21005,20243
06/26/2023,23016,22381
06/27/2023,23198,23055
06/28/2023,24312,23998
06/29/2023,25573,25424
06/30/2023,24730,24477
07/01/2023,25792,25263
07/02/2023,21890,21150
07/03/2023,28763,28332
07/04/2023,17653,17304
07/05/2023,26768,26004
07/06/2023,27695,27264
07/07/2023,26689,26894
07/08/2023,24333,23558
07/09/2023,18756,17617
07/10/2023,25082,25151
07/11/2023,27469,26539
07/12/2023,26188,26110
07/13/2023,26464,26235
07/14/2023,24819,24525
07/15/2023,24311,23944
07/16/2023,13968,13103
07/17/2023,28348,28246
07/18/2023,23762,23546
07/19/2023,25037,24954
07/20/2023,28299,27832
07/21/2023,25387,25134
07/22/2023,27762,27055
07/23/2023,24895,23684
07/24/2023,27352,26882
07/25/2023,24759,24502
07/26/2023,27758,27215
07/27/2023,26221,25210
07/28/2023,26537,26093
07/29/2023,23727,23147
07/30/2023,24215,23152
07/31/2023,26632,26146
08/01/2023,26292,26135
08/02/2023,27110,26707
08/03/2023,26978,27127
08/04/2023,23917,24265
08/05/2023,28462,28462
08/06/2023,25199,25199
08/07/2023,23144,22793
08/08/2023,26306,26251
08/09/2023,27489,28100
08/10/2023,21764,21131
08/11/2023,29105,29408
08/12/2023,25207,24784
08/13/2023,23751,22926
08/14/2023,26757,26463
08/15/2023,24570,23900
08/16/2023,26304,25976
08/17/2023,26499,25762
08/18/2023,26304,25976
08/19/2023,26499,25762
08/20/2023,25728,25701
08/21/2023,25982,25497
08/22/2023,26020,25581
08/23/2023,26481,26100
08/24/2023,22741,21812
08/25/2023,21435,20781
08/26/2023,25649,24697
08/27/2023,22742,21129
08/28/2023,24840,23945
08/29/2023,23292,22529
08/30/2023,23470,22994
08/31/2023,24785,23939
09/01/2023,25653,25032
09/02/2023,26557,25558
09/03/2023,25495,24077
09/04/2023,21796,20161
09/05/2023,23690,22885
09/06/2023,23646,23079
09/07/2023,23710,23248
09/08/2023,22650,22117
09/09/2023,19870,19452
09/10/2023,15247,13965
09/11/2023,24359,23742
09/12/2023,26054,25506
09/13/2023,22736,21914
09/14/2023,25420,25198
09/15/2023,24749,24793
09/16/2023,23513,23500
09/17/2023,21121,19784
09/18/2023,19213,18660
09/19/2023,26783,26401
09/20/2023,25741,26086
09/21/2023,26617,25705
09/22/2023,26453,26359
09/23/2023,13103,11715
09/24/2023,13601,11962
09/25/2023,17731,16286
09/26/2023,21498,19440
09/27/2023,27127,25156
09/28/2023,24102,22623
09/29/2023,14345,12967
09/30/2023,16998,17234
10/01/2023,22492,20987
10/02/2023,28041,27308
10/03/2023,28048,27276
10/04/2023,27402,26767
10/05/2023,27584,26844
10/06/2023,23064,22858
10/07/2023,15535,15195
10/08/2023,31063,29780
10/09/2023,24153,23203
10/10/2023,24697,24223
10/11/2023,25782,25190
10/12/2023,25789,25428
10/13/2023,25033,24622
10/14/2023,13178,12498
10/15/2023,18883,17849
10/16/2023,25114,24566
10/17/2023,23804,20962
10/18/2023,24350,24085
10/19/2023,26068,25781
10/20/2023,19627,19464
10/21/2023,26529,26117
10/22/2023,19665,18507
10/23/2023,26529,26117
10/24/2023,25682,25138
10/25/2023,24740,24438
10/26/2023,26729,26070
10/27/2023,26392,26119
10/28/2023,26381,25515
10/29/2023,13220,11988
10/30/2023,22736,22359
10/31/2023,25089,25040
11/01/2023,23486,22354
11/02/2023,24717,24235
11/03/2023,24218,23741
11/04/2023,20115,19452
11/05/2023,42570,19163
11/06/2023,22860,22539
11/07/2023,21585,21326
11/08/2023,21966,21632
11/09/2023,22858,22605
11/10/2023,20613,20637
11/11/2023,20303,20031
11/12/2023,15492,14470
11/13/2023,20754,20532
11/14/2023,20689,20658
11/15/2023,20929,21087
11/16/2023,21949,21758
11/17/2023,22248,22257
11/18/2023,18366,17423
11/19/2023,16857,15620
11/20/2023,23048,23009
11/21/2023,20759,20379
11/22/2023,21792,21305
11/23/2023,19829,17808
11/24/2023,22320,22421
11/25/2023,20034,20151
11/26/2023,13421,12840
11/27/2023,22164,22111
11/28/2023,20567,20975
11/29/2023,21168,21300
11/30/2023,22589,23021
12/01/2023,21506,21254
12/02/2023,26491,22778
12/03/2023,11532,10280
12/04/2023,25333,24884
12/05/2023,23408,23005
12/06/2023,22864,22650
12/07/2023,21634,21612
12/08/2023,24937,25037
12/09/2023,25411,24982
12/10/2023,11905,10779
12/11/2023,20531,20348
12/12/2023,22414,22021
12/13/2023,21779,21502
12/14/2023,21081,20925
12/15/2023,23039,23080
12/16/2023,22799,22535
12/17/2023,11688,10299
12/18/2023,17826,17141
12/19/2023,23851,23016
12/20/2023,23008,23070
12/21/2023,22263,22336
12/22/2023,22077,22190
12/23/2023,20360,19875
12/24/2023,18446,17017
12/25/2023,21231,20751
12/26/2023,28264,27585
12/27/2023,25464,24943
12/28/2023,26079,25377
12/29/2023,26079,34762
12/30/2023,27094,26793
12/31/2023,19191,19942
01/01/2024,22363,20214
01/02/2024,25841,25939
01/03/2024,24667,24530
01/04/2024,18240,20108
01/05/2024,21819,21962
01/06/2024,12961,12256
01/07/2024,9356,9147
01/08/2024,20229,20231
01/09/2024,16531,15604
01/10/2024,18460,17911
01/11/2024,19606,19406
01/12/2024,19182,19317
01/13/2024,14788,14012
01/14/2024,12425,11548
01/15/2024,12720,12424
01/16/2024,14178,13631
01/17/2024,17609,18329
01/18/2024,17715,18309
01/19/2024,14082,14867
01/20/2024,11070,10836
01/21/2024,10045,9545
01/22/2024,17799,17255
01/23/2024,15089,16838
01/24/2024,16136,12845
01/25/2024,18333,18470
01/26/2024,18208,18271
01/27/2024,16311,16122
01/28/2024,9334,8464
01/29/2024,18885,19605
01/30/2024,19703,19394
01/31/2024,19221,19154
02/01/2024,19509,19557
02/02/2024,17917,17935
02/03/2024,16790,16548
02/04/2024,13781,13111
02/05/2024,20084,19986
02/06/2024,20114,19989
02/07/2024,20309,20006
02/08/2024,20277,20305
02/09/2024,20650,20765
02/10/2024,18279,18005
02/11/2024,14928,17951
02/12/2024,21443,20893
02/13/2024,11153,10883
02/14/2024,17527,19069
02/15/2024,21030,20442
02/16/2024,20947,20839
02/17/2024,14182,13903
02/18/2024,15150,14086
02/19/2024,18337,17797
02/20/2024,21829,21654
02/21/2024,22229,21976
02/22/2024,21530,21275
02/23/2024,18951,18838
02/24/2024,17981,17956
02/25/2024,15135,14103
02/26/2024,20375,20394
02/27/2024,20688,20368
02/28/2024,18940,18552
02/29/2024,21055,20894
03/01/2024,22071,21842
03/02/2024,11531,11096
03/03/2024,21188,20628
03/04/2024,22891,22515
03/05/2024,18441,18353
03/06/2024,20333,19610
03/07/2024,21615,21251
03/08/2024,25025,25452
03/09/2024,13664,13087
03/10/2024,14728,14056
03/11/2024,21490,21128
03/12/2024,25322,24866
03/13/2024,23968,23526
03/14/2024,24864,24755
03/15/2024,23166,23094
03/16/2024,21403,20866
03/17/2024,17552,16416
03/18/2024,21232,21030
03/19/2024,20898,20657
03/20/2024,21374,20845
03/21/2024,21317,21067
03/22/2024,22861,22745
03/23/2024,9942,9656
03/24/2024,19748,19005
03/25/2024,27349,26849
03/26/2024,26316,25830
03/27/2024,24969,24108
03/28/2024,20344,20204
03/29/2024,32050,30739
03/30/2024,28428,27561
03/31/2024,22909,21660
04/01/2024,23761,23413
04/02/2024,20226,19804
04/03/2024,18089,17876
04/04/2024,25561,25229
04/05/2024,25589,25398
04/06/2024,20714,20430
04/07/2024,18055,16796
04/08/2024,22198,22169
04/09/2024,25225,24783
04/10/2024,22716,22547
04/11/2024,21213,21204
04/12/2024,20866,21046
04/13/2024,18307,18263
04/14/2024,21158,20003
04/15/2024,26584,26173
04/16/2024,24884,24608
04/17/2024,21890,21679
04/18/2024,19780,20232
04/19/2024,23513,23903
04/20/2024,22481,22746
04/21/2024,17218,16184
04/22/2024,25510,25015
04/23/2024,24613,24229
04/24/2024,23880,23889
04/25/2024,26445,26084
04/26/2024,25781,25861
04/27/2024,21529,21000
04/28/2024,22279,20922
04/29/2024,26679,25941
04/30/2024,23004,22174
05/01/2024,24712,24185
05/02/2024,24350,24303
05/03/2024,25152,25130
05/04/2024,22919,21702
05/05/2024,13754,35149
05/06/2024,24645,24453
05/07/2024,28776,27889
05/08/2024,24944,24569
05/09/2024,24527,24005
05/10/2024,21031,21250
05/11/2024,24925,24828
05/12/2024,14994,13963
05/13/2024,25048,24533
05/14/2024,24538,23912
05/15/2024,21763,20564
05/16/2024,23448,22618
05/17/2024,26192,26251
05/18/2024,22344,21964
05/19/2024,22905,22383
05/20/2024,25960,25231
05/21/2024,25529,25009
05/22/2024,26564,25851
05/23/2024,23446,22725
05/24/2024,28282,28041
05/25/2024,28021,26960
05/26/2024,28554,27155
05/27/2024,15502,14534
05/28/2024,26767,26318
05/29/2024,24882,24239
05/30/2024,25086,24468
05/31/2024,26016,25718
06/01/2024,23620,22730
06/02/2024,20367,19082
06/03/2024,24380,23936
06/04/2024,24655,24223
06/05/2024,24358,24015
06/06/2024,22776,22159
06/07/2024,26284,26074
06/08/2024,25403,24640
06/09/2024,20109,18784
06/10/2024,25637,24980
06/11/2024,24347,24211
06/12/2024,25138,25197
06/13/2024,25985,25674
06/14/2024,24183,23949
06/15/2024,24253,24227
06/16/2024,21466,20408
06/17/2024,26097,25687
06/18/2024,25746,25472
06/19/2024,23542,23193
06/20/2024,25097,24930
06/21/2024,25566,25429
06/22/2024,22697,22280
06/23/2024,20259,19501
06/24/2024,26028,25718
06/25/2024,26127,25755
06/26/2024,25662,25215
06/27/2024,26063,25767
06/28/2024,28088,27746
06/29/2024,25016,23905
06/30/2024,19966,19296
07/01/2024,30158,29217
07/02/2024,28641,27941
07/03/2024,29336,28526
07/04/2024,24843,23947
07/05/2024,29066,28106
07/06/2024,28117,27059
07/07/2024,23367,22479
07/08/2024,27682,27230
07/09/2024,25866,25499
07/10/2024,26460,26034
07/11/2024,27553,26998
07/12/2024,25274,24909
07/13/2024,24192,23586
07/14/2024,22222,20988
07/15/2024,26820,26291
07/16/2024,25431,24957
07/17/2024,25722,25134
07/18/2024,27880,27400
07/19/2024,28382,28218
07/20/2024,27037,26064
07/21/2024,24517,23263
07/22/2024,27333,26653
07/23/2024,27295,26618
07/24/2024,27186,26832
07/25/2024,27946,27424
07/26/2024,29482,27887
07/27/2024,28380,27150
07/28/2024,23925,22894
07/29/2024,26942,25904
07/30/2024,26902,26442
07/31/2024,26388,25772
08/01/2024,27270,26912
08/02/2024,26883,26254
08/03/2024,25227,24370
08/04/2024,20282,19541
08/05/2024,30656,30016
08/06/2024,25442,24514
08/07/2024,22474,22102
08/08/2024,22129,21835
08/09/2024,21984,21756
08/10/2024,32160,31302
08/11/2024,26651,25027
08/12/2024,28382,27957
08/13/2024,28540,27686
08/14/2024,28540,28299
08/15/2024,27934,27230
08/16/2024,27832,27601
08/17/2024,24881,27832
08/18/2024,19096,17946
08/19/2024,26451,26112
08/20/2024,26932,26510
08/21/2024,27024,26618
08/22/2024,27108,26753
08/23/2024,27788,27788
08/24/2024,26415,25381
08/25/2024,23057,21850
08/26/2024,25204,24295
08/27/2024,26074,25143
08/28/2024,25421,24700
08/29/2024,25091,25040
11/14/2024,21612,21761
11/21/2024,18383,18141
11/27/2024,26027,25896
11/24/2024,17697,16773
11/03/2024,47602,20055
11/08/2024,23939,24186
11/19/2024,22151,22408
10/31/2024,25027,25996
11/28/2024,13827,12060
11/23/2024,19534,19353
11/05/2024,22040,21945
11/06/2024,23376,23206
11/25/2024,26592,26194
11/20/2024,22333,22099
11/04/2024,23517,23585
11/18/2024,22984,22851
11/01/2024,25468,24637
11/13/2024,22189,22234
11/12/2024,22304,21772
11/22/2024,18927,19099
11/09/2024,22106,21697
11/17/2024,17798,16515
11/16/2024,21079,20730
11/02/2024,22653,21794
11/26/2024,23380,23167
11/11/2024,21728,21357
11/10/2024,17355,16217
11/07/2024,23924,23710
11/15/2024,22792,23263
12/24/2024,20027,19072
12/18/2024,23115,22832
12/02/2024,22226,23118
12/11/2024,19123,18750
12/27/2024,34610,34591
12/12/2024,23620,23627
12/14/2024,21891,21768
12/09/2024,22118,22225
12/05/2024,21913,22003
12/30/2024,35205,34850
12/15/2024,17113,16330
12/22/2024,16578,15778
12/10/2024,21977,21976
12/28/2024,19935,19464
12/23/2024,23906,23810
12/04/2024,23146,23083
11/29/2024,23153,23744
12/07/2024,22425,22881
12/13/2024,23583,23636
12/26/2024,,
09/11/2024,26791,27338
09/07/2024,18785,20923
09/14/2024,24726,24091
09/13/2024,25728,26094
09/28/2024,17386,16941
09/12/2024,25283,25147
08/30/2024,25796,25487
09/08/2024,20923,19642
09/01/2024,24244,23140
09/02/2024,24874,23985
09/25/2024,23852,23910
09/05/2024,24522,24143
09/15/2024,22162,21033
09/22/2024,21401,20010
09/06/2024,24194,24439
09/26/2024,22749,22754
09/16/2024,25628,25433
09/27/2024,25866,26139
09/19/2024,25591,25423
09/09/2024,25355,25144
09/24/2024,24853,24644
09/23/2024,23389,23052
09/21/2024,24770,24434
09/03/2024,25113,24726
08/31/2024,26515,25822
09/29/2024,16649,15074
09/20/2024,25779,26031
09/10/2024,25707,25339
09/18/2024,24153,23853
09/17/2024,25102,24972
09/04/2024,25007,24395
10/19/2024,24970,24691
10/10/2024,25189,25055
10/12/2024,27766,27476
10/17/2024,24784,24873
10/15/2024,24608,24791
10/08/2024,25101,24792
10/21/2024,28202,28046
10/06/2024,21645,20335
10/07/2024,24330,24358
10/25/2024,26066,26247
10/09/2024,25189,25055
10/23/2024,25807,25802
10/18/2024,26202,26049
10/13/2024,31563,30155
10/01/2024,24014,23990
10/16/2024,25347,25441
10/14/2024,22864,22292
10/27/2024,23476,23244
10/26/2024,23561,23324
10/28/2024,26521,27188
10/29/2024,25426,25510
10/22/2024,27631,27529
10/20/2024,23083,21758
10/30/2024,26372,26041
10/24/2024,26226,25822
10/04/2024,26408,26419
10/02/2024,24778,24680
10/05/2024,25263,25076
10/03/2024,25265,25353
09/30/2024,26763,26594
10/11/2024,26318,26756
11/30/2024,21402,21240
12/20/2024,20966,21158
12/25/2024,20155,19602
12/06/2024,24200,24358
12/01/2024,15008,14510
12/08/2024,19304,18293
12/29/2024,27308,26518
12/16/2024,18914,18915
12/17/2024,25314,25287
12/21/2024,19026,18573
12/19/2024,23478,23662
12/03/2024,22525,22383
01/10/2025,19380,19648
01/18/2025,15247,14786
01/09/2025,18556,18451
01/15/2025,19078,18970
01/03/2025,25196,25223
12/31/2024,25477,26037
01/12/2025,13110,12370
01/04/2025,18519,17916
01/11/2025,13848,13452
01/13/2025,18504,18606
01/27/2025,19440,18473
01/21/2025,16285,16379
01/17/2025,19770,19926
01/05/2025,14348,13688
01/20/2025,11861,11842
01/01/2025,19819,18213
01/08/2025,19383,19178
01/23/2025,18217,18224
01/22/2025,17073,17095
01/02/2025,26592,26687
01/19/2025,11280,10533
01/07/2025,19237,19193
01/24/2025,18626,19941
01/26/2025,12497,11547
01/16/2025,18249,17377
01/14/2025,18766,18850
01/29/2025,19076,18941
01/06/2025,17144,17216
01/25/2025,14598,13137
02/20/2025,19586,19529
02/05/2025,20333,20074
02/03/2025,20277,20329
02/19/2025,21313,21126
02/01/2025,15502,15617
02/13/2025,18664,18527
02/25/2025,21142,20941
01/28/2025,19620,18592
02/22/2025,17155,16972
02/14/2025,21876,22192
02/02/2025,12081,11236
02/11/2025,19321,19304
02/08/2025,14265,14124
02/06/2025,16639,16525
02/09/2025,10653,9747
02/04/2025,21003,20936
02/21/2025,19999,20157
01/30/2025,19687,19744
02/23/2025,14030,13298
02/15/2025,14275,13745
02/17/2025,17663,17462
02/16/2025,10198,9701
02/10/2025,20291,20378
01/31/2025,17049,17132
02/12/2025,17076,17120
02/18/2025,21494,21514
02/24/2025,20440,20417
02/07/2025,21383,21599
03/18/2025,25694,25364
02/27/2025,19753,19721
03/06/2025,21445,21264
03/16/2025,14991,13992
03/05/2025,19184,18714
03/01/2025,18827,18280
03/20/2025,20906,21006
03/02/2025,14217,13559
03/25/2025,24769,24820
02/26/2025,22408,22385
03/27/2025,24127,24057
03/29/2025,24408,24995
03/10/2025,23728,23952
02/28/2025,21391,21561
03/04/2025,22411,22497
03/08/2025,17919,17841
03/03/2025,21619,21515
03/30/2025,15343,14430
03/14/2025,22809,23027
03/17/2025,19584,19719
03/13/2025,21842,21830
03/26/2025,22581,22656
03/21/2025,22921,23212
03/15/2025,18720,18678
03/22/2025,21426,21034
03/23/2025,17479,16632
03/12/2025,22443,22316
03/24/2025,17973,18156
03/11/2025,23738,23467
03/09/2025,15297,14383
03/19/2025,25478,25274
03/07/2025,21364,21364
04/01/2025,22888,22800
04/03/2025,22315,22609
04/09/2025,25040,25103
04/14/2025,31936,31580
04/08/2025,23678,23459
04/15/2025,30677,30889
04/10/2025,23180,23635
04/23/2025,26859,26818
04/11/2025,20581,20765
04/29/2025,25678,25448
04/12/2025,14542,15235
04/28/2025,26966,26735
04/07/2025,19807,19779
04/04/2025,24497,24818
03/28/2025,23340,23678
04/18/2025,32008,31490
04/27/2025,17054,15778
04/13/2025,21581,20852
03/31/2025,21258,21139
04/06/2025,16122,15496
04/26/2025,18221,18171
04/24/2025,27534,27501
04/20/2025,21663,20303
04/21/2025,23543,23466
04/17/2025,35904,35802
04/05/2025,17528,17317
04/16/2025,25867,26200
04/19/2025,29847,30056
04/30/2025,25248,25126
04/02/2025,22462,22420
04/22/2025,27243,26759
04/25/2025,27956,27615
05/20/2025,26000,25742
05/12/2025,25240,25142
05/28/2025,22938,22438
05/07/2025,27697,27569
05/13/2025,22803,22606
05/06/2025,20823,20753
05/25/2025,26887,25767
05/19/2025,25820,25464
05/03/2025,24738,25215
05/08/2025,25388,24950
05/05/2025,20343,20151
05/14/2025,19521,19614
05/02/2025,27747,28272
05/26/2025,27980,26939
05/04/2025,17000,37466
05/27/2025,27139,26723
05/01/2025,26780,26331
05/17/2025,26067,26132
05/16/2025,23870,25034
05/29/2025,24813,24886
05/18/2025,22806,22166
05/11/2025,21545,20289
05/10/2025,24705,24918
05/24/2025,26604,26195
05/15/2025,25016,24198
05/09/2025,18977,18985
05/21/2025,21061,20824
06/10/2025,21095,21379
06/15/2025,16936,15977
09/27/2025,,
09/23/2025,,
06/16/2025,23392,23215
05/22/2025,20138,19661
09/26/2025,,
05/30/2025,26719,26627
09/11/2025,,
08/29/2025,,
06/09/2025,23198,22384
06/26/2025,24591,23984
06/02/2025,24870,24658
06/06/2025,25754,25610
09/12/2025,,
09/13/2025,,
09/28/2025,,
05/23/2025,22894,24055
06/22/2025,18160,17655
06/25/2025,23643,23404
08/30/2025,,
06/20/2025,29220,29495
09/18/2025,,
09/14/2025,,
06/07/2025,19577,19272
06/13/2025,26743,26625
09/03/2025,,
09/05/2025,,
06/01/2025,19666,18460
06/03/2025,24988,24074
09/29/2025,,
06/18/2025,26286,25911
09/08/2025,,
09/15/2025,,
09/24/2025,,
06/05/2025,25240,25130
09/02/2025,,
06/11/2025,28253,27666
09/16/2025,,
09/21/2025,,
06/12/2025,26771,26489
06/17/2025,23442,23344
06/19/2025,23378,24029
09/17/2025,,
09/19/2025,,
09/22/2025,,
09/09/2025,,
09/30/2025,,
06/14/2025,16482,15494
06/08/2025,21950,21090
06/04/2025,25493,25297
09/20/2025,,
08/31/2025,,
09/07/2025,,
09/10/2025,,
06/21/2025,26862,25575
06/24/2025,22239,21850
09/06/2025,,
09/04/2025,,
09/01/2025,,
06/23/2025,24017,23805
09/25/2025,,
05/31/2025,19378,18806
07/09/2025,26828,26806
07/03/2025,27881,27135
07/27/2025,21804,21018
06/27/2025,25036,25053
07/21/2025,28123,27236
07/24/2025,29061,28698
07/10/2025,26844,26260
07/26/2025,30264,29037
07/15/2025,27025,26815
07/01/2025,24869,24308
07/29/2025,27396,26908
07/12/2025,27664,26878
07/08/2025,24634,24656
07/28/2025,28820,28155
07/20/2025,23464,22441
07/05/2025,29430,28384
07/11/2025,28046,27974
07/17/2025,26998,26770
07/30/2025,27783,27412
07/16/2025,27610,27134
07/13/2025,23412,22243
07/22/2025,29035,28251
06/28/2025,23782,23289
06/30/2025,27479,26309
07/06/2025,23881,23088
07/18/2025,28650,28370
07/14/2025,24789,24412
07/07/2025,25099,25035
07/19/2025,28588,27500
07/04/2025,24599,23481
07/02/2025,27601,26588
06/29/2025,23847,23395
08/15/2025,28988,28822
08/25/2025,25794,25622
08/07/2025,29918,29420
08/16/2025,26949,26080
08/08/2025,29529,29148
08/11/2025,29035,28593
08/04/2025,28677,27983
07/23/2025,28649,28004
08/05/2025,28634,27910
08/19/2025,28428,27957
08/18/2025,26323,26075
08/23/2025,28146,27062
08/26/2025,26193,25463
08/01/2025,25752,25975
08/02/2025,24492,29768
08/13/2025,26748,26010
08/03/2025,31019,25607
07/31/2025,22918,21830
08/06/2025,27778,27005
08/10/2025,26107,24552
08/22/2025,30658,30561
08/20/2025,21436,20882
08/28/2025,25994,25763
08/27/2025,27167,26528
08/24/2025,23698,22329
08/09/2025,29532,28720
08/17/2025,22157,21006
08/12/2025,27860,27236
08/14/2025,27496,26614
07/25/2025,26932,26626
08/21/2025,24149,23804
