Date,Boardings
10/05/2021,12813
10/04/2021,9786
10/03/2021,25789
10/02/2021,29482
10/01/2021,16138
09/30/2021,14095
09/29/2021,14607
09/28/2021,11363
09/27/2021,15107
09/26/2021,36075
09/25/2021,32795
09/24/2021,19030
09/23/2021,14928
09/22/2021,14219
09/21/2021,14999
09/20/2021,14506
09/19/2021,28610
09/18/2021,32949
09/17/2021,14420
09/16/2021,15081
09/15/2021,16405
09/14/2021,15676
09/13/2021,15108
09/12/2021,28516
09/11/2021,33022
09/10/2021,19398
09/09/2021,9765
09/08/2021,16391
09/07/2021,18048
09/06/2021,36280
09/05/2021,21670
09/04/2021,37922
09/03/2021,20896
09/02/2021,15611
09/01/2021,6344
08/31/2021,18169
08/30/2021,12778
08/29/2021,23368
08/28/2021,18072
08/27/2021,14979
08/26/2021,17618
08/25/2021,19213
08/24/2021,20091
08/23/2021,8793
08/22/2021,985
08/21/2021,21139
08/20/2021,16321
08/19/2021,14259
08/18/2021,14087
08/17/2021,14972
08/16/2021,15804
08/15/2021,34565
08/14/2021,25796
08/13/2021,17764
08/12/2021,15513
08/11/2021,15972
08/10/2021,14861
08/09/2021,14158
08/08/2021,17355
08/07/2021,33613
08/06/2021,21338
08/05/2021,16444
08/04/2021,15774
08/03/2021,16266
08/02/2021,17474
08/01/2021,21560
07/31/2021,40928
07/30/2021,21647
07/29/2021,9223
07/28/2021,16452
07/27/2021,17529
07/26/2021,15072
07/25/2021,21365
07/24/2021,39786
07/23/2021,20188
07/22/2021,18203
07/21/2021,13189
07/20/2021,19302
07/19/2021,13566
07/18/2021,22642
07/17/2021,18384
07/16/2021,17763
07/15/2021,18611
07/14/2021,14546
07/13/2021,14380
07/12/2021,9921
07/11/2021,19329
07/10/2021,30578
07/09/2021,11870
07/08/2021,9340
07/07/2021,15594
07/06/2021,13782
07/05/2021,32681
07/04/2021,18909
07/03/2021,10585
07/02/2021,9999
07/01/2021,8437
06/30/2021,15351
06/29/2021,16229
06/28/2021,15442
06/27/2021,24958
06/26/2021,28463
06/25/2021,17277
06/24/2021,16289
06/23/2021,16490
06/22/2021,8314
06/21/2021,14710
06/20/2021,33324
06/19/2021,26223
06/18/2021,19204
06/17/2021,15833
06/16/2021,15527
06/15/2021,13374
06/14/2021,8816
06/13/2021,19796
06/12/2021,20228
06/11/2021,11309
06/10/2021,13533
06/09/2021,10844
06/08/2021,10225
06/07/2021,12352
06/06/2021,30877
06/05/2021,32651
06/04/2021,7707
06/03/2021,7637
06/02/2021,10734
06/01/2021,10385
05/31/2021,20574
05/30/2021,2881
05/29/2021,4125
05/28/2021,7603
05/27/2021,14654
05/26/2021,10502
05/25/2021,11243
05/24/2021,9270
05/23/2021,29151
05/22/2021,25971
05/21/2021,14471
05/20/2021,12201
05/19/2021,15438
05/18/2021,13654
05/17/2021,11791
05/16/2021,17751
05/15/2021,27832
05/14/2021,14311
05/13/2021,15336
05/12/2021,10444
05/11/2021,9288
05/10/2021,7256
05/09/2021,9842
05/08/2021,7404
05/07/2021,10064
05/06/2021,10079
05/05/2021,6085
05/04/2021,9227
05/03/2021,7099
05/02/2021,17931
05/01/2021,16817
04/30/2021,8435
04/29/2021,7047
04/28/2021,12718
04/27/2021,8539
04/26/2021,7758
04/25/2021,5806
04/24/2021,19839
04/23/2021,9616
04/22/2021,6872
04/21/2021,6242
04/20/2021,11378
04/19/2021,7983
04/18/2021,14235
04/17/2021,12345
04/16/2021,6824
04/15/2021,4979
04/14/2021,8368
04/13/2021,8287
04/12/2021,4964
04/11/2021,2255
04/10/2021,14198
04/09/2021,7902
04/08/2021,10053
04/07/2021,9329
04/06/2021,9483
04/05/2021,8438
04/04/2021,10072
04/03/2021,10527
04/02/2021,6804
04/01/2021,8637
03/31/2021,9786
03/30/2021,16300
03/29/2021,7761
03/28/2021,2421
03/27/2021,15526
03/26/2021,8711
03/25/2021,8774
03/24/2021,5545
03/23/2021,8774
03/22/2021,8177
03/21/2021,12591
03/20/2021,11627
03/19/2021,5848
03/18/2021,4495
03/17/2021,6387
03/16/2021,5414
03/15/2021,5143
03/14/2021,6882
03/13/2021,9546
03/12/2021,10346
03/11/2021,10444
03/10/2021,7882
03/09/2021,8643
03/08/2021,5657
03/07/2021,5639
03/06/2021,5187
03/05/2021,5586
03/04/2021,5968
03/03/2021,7548
03/02/2021,4969
03/01/2021,5136
02/28/2021,2693
02/27/2021,4194
02/26/2021,6564
02/25/2021,6434
02/24/2021,7090
02/23/2021,5066
02/22/2021,4151
02/21/2021,4456
02/20/2021,4566
02/19/2021,3599
02/18/2021,2709
02/17/2021,5424
02/16/2021,5170
02/15/2021,2810
02/14/2021,4037
02/13/2021,3601
02/12/2021,4839
02/11/2021,4787
02/10/2021,5157
02/09/2021,4456
02/08/2021,4356
02/07/2021,1312
02/06/2021,6096
02/05/2021,5293
02/04/2021,5517
02/03/2021,4707
02/02/2021,1168
01/31/2021,2194
01/30/2021,3572
01/29/2021,3395
01/28/2021,5302
01/27/2021,5689
01/26/2021,4517
01/25/2021,5135
01/24/2021,3445
01/23/2021,4306
01/22/2021,5709
01/21/2021,5567
01/20/2021,4816
01/19/2021,5765
01/18/2021,5515
01/17/2021,6237
01/16/2021,5435
01/15/2021,5235
01/14/2021,6198
01/13/2021,5516
01/12/2021,5779
01/11/2021,4823
01/10/2021,4589
01/09/2021,4629
01/08/2021,5104
01/07/2021,5126
01/06/2021,5197
01/05/2021,4929
01/04/2021,4850
01/03/2021,1359
01/02/2021,8201
01/01/2021,2561
12/31/2020,3458
12/30/2020,5588
12/29/2020,5238
12/28/2020,6544
12/27/2020,3809
12/26/2020,2847
12/25/2020,1164
12/24/2020,3403
12/23/2020,5233
12/22/2020,5105
12/21/2020,4738
12/20/2020,2160
12/19/2020,3144
12/18/2020,4317
12/17/2020,1101
12/16/2020,3541
12/15/2020,5691
12/14/2020,4326
12/13/2020,8338
12/12/2020,4850
12/11/2020,6963
12/10/2020,6462
12/09/2020,5418
12/08/2020,5607
12/07/2020,5492
12/06/2020,4432
12/05/2020,2764
12/04/2020,5064
12/03/2020,6209
12/02/2020,5840
12/01/2020,6155
11/30/2020,3594
11/29/2020,7122
11/28/2020,7536
11/27/2020,7242
11/26/2020,2447
11/25/2020,5999
11/24/2020,6496
11/23/2020,5472
11/22/2020,4207
11/21/2020,10991
11/20/2020,8275
11/19/2020,6395
11/18/2020,6118
11/17/2020,6713
11/16/2020,7107
11/15/2020,4466
11/14/2020,10658
11/13/2020,6108
11/12/2020,5972
11/11/2020,7003
11/10/2020,11061
11/09/2020,11244
11/08/2020,15451
11/07/2020,16265
11/06/2020,10273
11/05/2020,9174
11/04/2020,7760
11/03/2020,6550
11/02/2020,6570
11/01/2020,4114
10/31/2020,11004
10/30/2020,5277
10/29/2020,5048
10/28/2020,7364
10/27/2020,8596
10/26/2020,6413
10/25/2020,10327
10/24/2020,17501
10/23/2020,9969
10/22/2020,9811
10/21/2020,10059
10/20/2020,9245
10/19/2020,8841
10/18/2020,14978
10/17/2020,17261
10/16/2020,5352
10/15/2020,12167
10/14/2020,11703
10/13/2020,6952
10/12/2020,4093
10/11/2020,13917
10/10/2020,23120
10/09/2020,11715
10/08/2020,15407
10/07/2020,16957
10/06/2020,16669
10/05/2020,13918
10/04/2020,16009
10/03/2020,21572
10/02/2020,10451
10/01/2020,11479
09/30/2020,9907
09/29/2020,7991
09/28/2020,11919
09/27/2020,19949
09/26/2020,21790
09/25/2020,13693
09/24/2020,11148
09/23/2020,14086
09/22/2020,10832
09/21/2020,9421
09/20/2020,16502
09/19/2020,21390
09/18/2020,11773
09/17/2020,11509
09/16/2020,12089
09/15/2020,11501
09/14/2020,11602
09/13/2020,18905
09/12/2020,26196
09/11/2020,15230
09/10/2020,7066
09/09/2020,12865
09/08/2020,13656
09/07/2020,29564
09/06/2020,35120
09/05/2020,31760
09/04/2020,19569
09/03/2020,12044
09/02/2020,9350
09/01/2020,11129
08/31/2020,11798
08/30/2020,33478
08/29/2020,8989
08/28/2020,16412
08/27/2020,11510
08/26/2020,18369
08/25/2020,12972
08/24/2020,12370
08/23/2020,24024
08/22/2020,28645
08/21/2020,17126
08/20/2020,18090
08/19/2020,9267
08/18/2020,16351
08/17/2020,11964
08/16/2020,4341
08/15/2020,29027
08/14/2020,14661
08/13/2020,7529
08/12/2020,9299
08/11/2020,14587
08/10/2020,13683
08/09/2020,29324
08/08/2020,21278
08/07/2020,9495
08/06/2020,12689
08/05/2020,14600
08/04/2020,1180
08/03/2020,12547
08/02/2020,13796
08/01/2020,28436
07/31/2020,10882
07/30/2020,11700
07/29/2020,13911
07/28/2020,10000
07/27/2020,11951
07/26/2020,21108
07/25/2020,25779
07/24/2020,8489
07/23/2020,8306
07/22/2020,9260
07/21/2020,13123
07/20/2020,9641
07/19/2020,20812
07/18/2020,24390
07/17/2020,9772
07/16/2020,13177
07/15/2020,12857
07/14/2020,13345
07/13/2020,9639
07/12/2020,24483
07/11/2020,8578
07/10/2020,2902
07/09/2020,13500
07/08/2020,8274
07/07/2020,8698
07/06/2020,7665
07/05/2020,18746
07/04/2020,19879
07/03/2020,10990
07/02/2020,14096
07/01/2020,6858
06/30/2020,7584
06/29/2020,10274
06/28/2020,15752
06/27/2020,7363
06/26/2020,11721
06/25/2020,8971
06/24/2020,8432
06/23/2020,8598
06/22/2020,7870
06/21/2020,15392
06/20/2020,13579
06/19/2020,10670
06/18/2020,6314
06/17/2020,6925
06/16/2020,7043
06/15/2020,6070
06/14/2020,14589
06/13/2020,15346
06/12/2020,9218
06/11/2020,3144
06/10/2020,7334
06/09/2020,7862
06/08/2020,6482
06/07/2020,8908
06/06/2020,6789
06/05/2020,2932
06/04/2020,5192
06/03/2020,2871
06/02/2020,3459
06/01/2020,3969
05/31/2020,7430
05/30/2020,8021
05/29/2020,3792
05/28/2020,3228
05/27/2020,5052
05/26/2020,5458
05/25/2020,5858
05/24/2020,6361
05/23/2020,951
05/22/2020,4961
05/21/2020,4129
05/20/2020,3772
05/19/2020,2980
05/18/2020,2967
05/17/2020,6047
05/16/2020,7660
05/15/2020,5821
05/14/2020,3464
05/13/2020,3709
05/12/2020,3112
05/11/2020,1600
05/10/2020,4019
05/09/2020,1279
05/08/2020,1427
05/07/2020,3656
05/06/2020,820
05/05/2020,3353
05/04/2020,2373
05/03/2020,5000
05/02/2020,5132
05/01/2020,1591
04/30/2020,1185
04/29/2020,1422
04/28/2020,4340
04/27/2020,1181
04/26/2020,418
04/25/2020,3510
04/24/2020,1000
04/23/2020,1325
04/22/2020,1700
04/21/2020,1099
04/20/2020,1378
04/19/2020,2451
04/18/2020,546
04/17/2020,1114
04/16/2020,1165
04/15/2020,1329
04/14/2020,2083
04/13/2020,720
04/12/2020,2096
04/11/2020,1251
04/10/2020,971
04/09/2020,921
04/08/2020,1218
04/07/2020,1606
04/06/2020,1718
04/05/2020,906
04/04/2020,1217
04/03/2020,939
04/02/2020,1218
04/01/2020,1389
03/31/2020,1079
03/30/2020,1142
03/29/2020,413
03/28/2020,426
03/27/2020,1953
03/26/2020,1587
03/25/2020,1128
03/24/2020,1576
03/23/2020,957
03/22/2020,919
03/21/2020,1758
03/20/2020,3234
03/19/2020,2832
03/18/2020,3930
03/17/2020,3867
03/16/2020,5164
03/15/2020,4645
03/14/2020,6747
03/13/2020,9707
03/12/2020,11366
03/11/2020,13923
03/10/2020,13841
03/09/2020,18692
03/08/2020,9595
03/07/2020,7872
03/06/2020,10985
03/05/2020,14336
03/04/2020,14891
03/03/2020,13370
03/02/2020,14865
03/01/2020,6213
